Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN0914,Female,Yes,1,Not Graduate,No,20730,4520.44,201,180,1.0,Semiurban,Y
LN0915,Female,Yes,0,Graduate,No,20347,6918.47,441,120,1.0,Urban,Y
LN0916,Female,No,0,Not Graduate,No,24721,6373.92,260,120,0.0,Rural,Y
LN0917,Female,No,1,Not Graduate,No,6422,7163.54,416,180,1.0,Rural,Y
LN0918,Female,No,2,Graduate,Yes,5892,2242.58,619,120,0.0,Urban,Y
LN0919,Female,Yes,0,Not Graduate,Yes,21067,984.35,135,360,1.0,Urban,Y
LN0920,Male,Yes,0,Graduate,Yes,15041,9168.07,104,120,1.0,Urban,Y
LN0921,Male,Yes,0,Graduate,No,21051,5601.72,683,120,1.0,Urban,Y
LN0922,Male,Yes,0,Not Graduate,Yes,20881,1538.26,495,360,1.0,Urban,N
LN0923,Male,Yes,1,Graduate,Yes,16515,7934.37,669,180,1.0,Semiurban,Y
LN0924,Male,Yes,1,Graduate,No,24405,9149.3,353,120,1.0,Urban,Y
LN0925,Male,No,3+,Graduate,No,4727,1695.64,181,180,1.0,Rural,Y
LN0926,Male,No,3+,Not Graduate,No,24448,8174.12,470,360,0.0,Semiurban,Y
LN0927,Female,Yes,0,Graduate,Yes,3524,9332.25,434,180,1.0,Rural,Y
LN0928,Female,No,2,Not Graduate,Yes,18213,9383.62,247,180,1.0,Urban,Y
LN0929,Male,No,0,Not Graduate,No,3986,9141.56,96,240,1.0,Rural,Y
LN0930,Male,Yes,2,Graduate,No,2655,5464.21,252,240,1.0,Urban,N
LN0931,Female,No,0,Graduate,Yes,11582,3562.11,310,120,1.0,Rural,N
LN0932,Male,Yes,3+,Not Graduate,No,5977,72.73,73,240,1.0,Rural,Y
LN0933,Male,Yes,3+,Not Graduate,Yes,20069,609.12,389,240,1.0,Urban,Y
LN0934,Female,No,2,Graduate,No,8586,4288.39,461,240,1.0,Rural,Y
LN0935,Male,Yes,0,Graduate,No,3817,3993.26,310,180,1.0,Semiurban,Y
LN0936,Female,Yes,2,Not Graduate,No,5121,1847.14,335,180,0.0,Rural,N
LN0937,Male,Yes,3+,Not Graduate,Yes,5991,3954.8,562,240,1.0,Semiurban,Y
LN0938,Female,Yes,0,Not Graduate,Yes,17416,1746.5,135,360,1.0,Semiurban,N
LN0939,Female,Yes,0,Not Graduate,No,16748,8487.91,479,240,1.0,Rural,Y
LN0940,Female,Yes,2,Not Graduate,Yes,4011,2981.95,630,360,1.0,Semiurban,Y
LN0941,Male,Yes,1,Graduate,No,11046,5985.64,80,180,1.0,Semiurban,Y
LN0942,Female,Yes,2,Not Graduate,No,17112,5028.43,652,360,1.0,Rural,Y
LN0943,Male,No,3+,Not Graduate,Yes,9348,518.82,489,180,0.0,Urban,Y
LN0944,Male,No,3+,Graduate,Yes,15774,9422.34,398,360,0.0,Urban,Y
LN0945,Male,No,3+,Graduate,Yes,23288,5272.26,461,180,1.0,Semiurban,Y
LN0946,Male,Yes,3+,Not Graduate,Yes,23277,3250.58,577,180,1.0,Semiurban,Y
LN0947,Female,Yes,3+,Not Graduate,No,19177,1581.27,359,240,1.0,Urban,Y
LN0948,Female,No,1,Graduate,Yes,3965,3385.27,445,120,1.0,Semiurban,Y
LN0949,Male,No,0,Not Graduate,Yes,17804,205.12,387,120,1.0,Urban,Y
LN0950,Male,No,2,Not Graduate,No,17169,3635.58,486,180,0.0,Rural,Y
LN0951,Female,Yes,2,Graduate,No,12794,5314.86,414,240,1.0,Semiurban,Y
LN0952,Male,No,3+,Not Graduate,No,4675,8718.66,162,120,1.0,Rural,Y
LN0953,Female,No,2,Graduate,No,9349,6873.74,225,120,0.0,Urban,Y
LN0954,Male,Yes,3+,Graduate,Yes,13973,1115.82,198,240,1.0,Urban,Y
LN0955,Male,No,1,Graduate,Yes,10925,1477.46,227,240,1.0,Rural,Y
LN0956,Female,Yes,1,Graduate,No,13722,4281.23,431,120,1.0,Semiurban,Y
LN0957,Male,Yes,0,Not Graduate,No,9944,1957.08,272,120,1.0,Rural,Y
LN0958,Female,Yes,1,Graduate,Yes,9710,278.5,308,360,1.0,Rural,N
LN0959,Male,No,1,Not Graduate,Yes,4259,8050.15,238,360,1.0,Semiurban,Y
LN0960,Male,No,0,Not Graduate,Yes,17591,195.23,355,180,1.0,Urban,Y
LN0961,Male,Yes,2,Not Graduate,Yes,23139,8306.9,427,120,0.0,Rural,Y
LN0962,Female,No,3+,Not Graduate,Yes,1502,1441.04,651,240,1.0,Rural,Y
LN0963,Male,No,3+,Not Graduate,No,19143,9746.78,392,240,1.0,Urban,N
LN0964,Male,No,2,Graduate,No,9690,6038.74,205,120,1.0,Rural,Y
LN0965,Male,No,0,Graduate,No,22207,7349.83,104,180,1.0,Urban,N
LN0966,Male,Yes,2,Graduate,No,16748,1104.84,491,240,1.0,Semiurban,Y
LN0967,Female,No,1,Graduate,Yes,7273,8621.04,249,120,0.0,Urban,Y
LN0968,Female,Yes,0,Not Graduate,No,14286,8391.92,452,120,0.0,Urban,Y
LN0969,Male,Yes,0,Graduate,Yes,20452,6529.93,663,180,1.0,Rural,Y
LN0970,Female,No,0,Not Graduate,Yes,16537,5022.75,672,120,0.0,Urban,Y
LN0971,Male,Yes,3+,Not Graduate,Yes,3385,7214.89,652,240,1.0,Urban,Y
LN0972,Male,No,2,Graduate,Yes,8560,59.28,226,360,1.0,Rural,N
LN0973,Male,No,0,Graduate,Yes,17831,5924.41,498,180,1.0,Urban,Y
LN0974,Female,Yes,0,Graduate,Yes,9344,8474.06,590,120,0.0,Rural,Y
LN0975,Female,Yes,0,Graduate,Yes,23995,3569.0,350,180,1.0,Semiurban,Y
LN0976,Female,Yes,2,Not Graduate,No,14950,1082.89,356,120,1.0,Urban,N
LN0977,Female,Yes,3+,Not Graduate,Yes,10991,4208.77,316,360,1.0,Semiurban,Y
LN0978,Female,No,1,Graduate,No,20222,7271.04,263,180,1.0,Urban,Y
LN0979,Female,No,3+,Not Graduate,No,10768,1073.01,643,120,1.0,Urban,Y
LN0980,Female,No,0,Not Graduate,Yes,21642,2060.49,689,360,1.0,Semiurban,N
LN0981,Female,Yes,3+,Not Graduate,Yes,22694,1475.52,532,240,1.0,Semiurban,Y
LN0982,Female,Yes,3+,Graduate,No,10639,7969.48,311,120,1.0,Rural,Y
LN0983,Male,Yes,1,Not Graduate,No,8291,628.93,116,360,1.0,Rural,Y
LN0984,Female,No,2,Graduate,No,8671,6865.87,623,360,0.0,Semiurban,Y
LN0985,Female,Yes,2,Graduate,No,20615,3664.57,182,180,1.0,Urban,Y
LN0986,Female,No,3+,Not Graduate,Yes,18753,7557.91,698,120,1.0,Rural,Y
LN0987,Female,Yes,3+,Not Graduate,Yes,23050,9643.83,589,240,1.0,Urban,Y
LN0988,Female,No,2,Graduate,Yes,1593,1145.45,561,120,1.0,Rural,Y
LN0989,Female,No,2,Not Graduate,No,4487,3143.85,260,360,0.0,Rural,Y
LN0990,Female,Yes,1,Not Graduate,Yes,14347,8101.25,302,240,1.0,Rural,N
LN0991,Female,Yes,0,Graduate,No,11467,2661.58,87,360,1.0,Semiurban,Y
LN0992,Female,No,3+,Graduate,Yes,17718,2151.21,92,180,0.0,Urban,Y
LN0993,Female,No,2,Graduate,No,11952,8253.78,678,120,0.0,Semiurban,Y
LN0994,Female,Yes,3+,Graduate,Yes,10127,9870.82,454,360,1.0,Rural,Y
LN0995,Male,Yes,3+,Not Graduate,Yes,6447,5568.81,95,360,1.0,Semiurban,Y
LN0996,Male,No,2,Not Graduate,No,8151,2780.49,503,120,1.0,Semiurban,Y
LN0997,Female,Yes,1,Graduate,No,24863,3985.66,354,240,1.0,Semiurban,Y
LN0998,Female,No,3+,Graduate,No,24678,1701.3,282,360,0.0,Urban,Y
LN0999,Male,No,1,Graduate,No,24408,7618.87,294,120,1.0,Semiurban,N
LN1000,Female,Yes,2,Not Graduate,No,4644,7734.74,344,180,1.0,Semiurban,Y
LN1001,Male,Yes,0,Graduate,Yes,21471,8751.21,432,180,1.0,Semiurban,Y
LN1002,Male,Yes,0,Not Graduate,No,17960,266.03,207,120,1.0,Semiurban,N
LN1003,Male,Yes,3+,Graduate,Yes,10459,5619.81,454,360,1.0,Semiurban,Y
LN1004,Male,Yes,2,Graduate,Yes,24437,2142.55,50,120,1.0,Semiurban,Y
LN1005,Male,No,1,Graduate,Yes,9797,3408.83,266,120,1.0,Semiurban,Y
LN1006,Female,No,3+,Not Graduate,Yes,8194,7849.56,556,360,1.0,Rural,Y
LN1007,Male,Yes,2,Not Graduate,Yes,17335,1920.34,630,240,1.0,Semiurban,Y
LN1008,Female,Yes,2,Not Graduate,No,20757,6383.42,79,240,0.0,Semiurban,Y
LN1009,Female,Yes,1,Graduate,No,4846,6545.66,676,180,0.0,Urban,N
LN1010,Male,No,3+,Not Graduate,Yes,24908,9540.94,569,240,1.0,Rural,Y
LN1011,Male,Yes,2,Not Graduate,Yes,21032,7751.61,324,120,1.0,Semiurban,Y
LN1012,Female,Yes,2,Graduate,No,12840,8036.35,541,360,1.0,Urban,Y
LN1013,Male,No,2,Graduate,No,1744,5316.01,85,180,1.0,Semiurban,Y
LN1014,Male,No,1,Not Graduate,Yes,4125,1867.81,360,240,0.0,Semiurban,Y
LN1015,Female,Yes,3+,Not Graduate,No,5349,4255.63,93,120,1.0,Semiurban,N
LN1016,Female,Yes,3+,Not Graduate,No,11097,5494.9,204,180,1.0,Semiurban,N
LN1017,Male,Yes,3+,Not Graduate,No,9237,6784.19,126,360,0.0,Semiurban,Y
LN1018,Female,No,3+,Graduate,Yes,15524,6077.09,639,240,1.0,Urban,Y
LN1019,Male,Yes,0,Graduate,No,13500,3939.78,662,120,1.0,Semiurban,N
LN1020,Male,Yes,0,Graduate,Yes,9833,2653.13,487,360,0.0,Urban,Y
LN1021,Male,Yes,3+,Not Graduate,Yes,18776,1682.31,481,120,1.0,Semiurban,Y
LN1022,Female,No,1,Not Graduate,Yes,23371,6938.45,591,120,1.0,Urban,Y
LN1023,Female,No,0,Graduate,Yes,8810,6453.99,88,120,1.0,Rural,N
LN1024,Female,Yes,2,Graduate,Yes,3899,6873.72,288,360,1.0,Semiurban,Y
LN1025,Female,Yes,0,Not Graduate,No,6140,3725.27,62,180,1.0,Rural,N
LN1026,Female,No,2,Not Graduate,Yes,20844,2624.08,171,120,1.0,Rural,Y
LN1027,Male,No,3+,Graduate,Yes,11891,7597.21,193,180,1.0,Rural,Y
LN1028,Male,No,0,Graduate,Yes,19353,7736.47,504,180,1.0,Semiurban,Y
LN1029,Male,No,1,Graduate,No,12392,4556.16,417,240,1.0,Rural,Y
LN1030,Male,No,0,Not Graduate,No,12697,6119.04,296,240,1.0,Urban,Y
LN1031,Female,No,0,Not Graduate,No,14550,3735.2,94,180,0.0,Semiurban,Y
LN1032,Male,No,0,Not Graduate,No,4874,7019.47,424,240,1.0,Rural,Y
LN1033,Female,No,3+,Not Graduate,No,14411,8357.22,340,240,1.0,Semiurban,Y
LN1034,Male,No,1,Not Graduate,No,10347,6882.33,256,180,1.0,Rural,Y
LN1035,Female,Yes,0,Not Graduate,No,16285,5125.83,568,360,0.0,Urban,Y
LN1036,Female,Yes,1,Graduate,Yes,12460,4586.58,291,240,1.0,Semiurban,Y
LN1037,Male,Yes,3+,Graduate,Yes,15035,6423.2,671,240,1.0,Semiurban,Y
LN1038,Male,No,2,Not Graduate,No,9734,6798.11,163,360,1.0,Rural,N
LN1039,Male,Yes,0,Graduate,Yes,12003,5587.29,351,360,1.0,Urban,Y
LN1040,Male,No,1,Not Graduate,Yes,6622,6249.42,325,360,1.0,Semiurban,Y
LN1041,Female,No,1,Graduate,No,11352,965.89,145,180,1.0,Rural,Y
LN1042,Male,Yes,3+,Not Graduate,Yes,6887,9517.66,343,360,0.0,Urban,Y
LN1043,Male,No,0,Graduate,Yes,9131,7907.73,409,180,1.0,Urban,Y
LN1044,Female,Yes,2,Graduate,No,8726,3739.28,337,120,0.0,Urban,N
LN1045,Male,Yes,1,Not Graduate,Yes,6608,5628.13,203,120,0.0,Urban,Y
LN1046,Male,Yes,0,Not Graduate,No,20108,473.25,619,360,0.0,Semiurban,N
LN1047,Male,No,2,Graduate,No,3610,412.28,472,360,0.0,Semiurban,Y
LN1048,Male,Yes,1,Graduate,Yes,2457,2507.98,99,120,0.0,Urban,Y
LN1049,Male,No,1,Not Graduate,Yes,8646,6897.02,256,180,1.0,Rural,Y
LN1050,Female,Yes,2,Graduate,Yes,2060,8521.48,613,180,1.0,Rural,Y
LN1051,Male,Yes,2,Not Graduate,No,2812,5591.86,614,360,1.0,Urban,Y
LN1052,Male,Yes,3+,Not Graduate,No,19705,5321.33,262,360,0.0,Urban,N
LN1053,Male,No,0,Graduate,No,13095,4023.1,115,360,1.0,Rural,N
LN1054,Male,No,0,Not Graduate,Yes,23530,1615.98,281,120,1.0,Urban,N
LN1055,Male,No,3+,Graduate,Yes,22829,1183.54,369,240,1.0,Urban,N
LN1056,Female,Yes,1,Graduate,No,6874,7606.8,186,360,0.0,Semiurban,N
LN1057,Male,Yes,2,Not Graduate,Yes,4151,9275.04,696,180,1.0,Semiurban,N
LN1058,Female,No,2,Graduate,Yes,11506,4582.83,615,240,1.0,Urban,Y
LN1059,Female,No,2,Not Graduate,No,11433,6594.46,114,180,1.0,Urban,Y
LN1060,Male,No,1,Not Graduate,No,22585,9144.58,563,240,1.0,Semiurban,Y
LN1061,Male,No,2,Not Graduate,Yes,17672,901.14,181,120,1.0,Urban,Y
LN1062,Male,No,2,Graduate,No,4377,7704.81,383,240,1.0,Semiurban,N
LN1063,Male,No,3+,Not Graduate,Yes,23466,6168.17,81,180,1.0,Semiurban,Y
LN1064,Female,Yes,1,Graduate,No,23274,5986.37,547,240,0.0,Rural,Y
LN1065,Male,No,0,Not Graduate,No,5583,2925.4,292,120,1.0,Semiurban,Y
LN1066,Male,Yes,3+,Not Graduate,No,2245,6838.93,241,180,1.0,Rural,Y
LN1067,Male,Yes,3+,Not Graduate,Yes,10249,7947.98,191,360,1.0,Rural,Y
LN1068,Male,No,0,Graduate,Yes,18825,1128.58,650,240,1.0,Semiurban,Y
LN1069,Male,No,3+,Graduate,No,21907,5335.21,610,180,1.0,Urban,Y
LN1070,Male,Yes,1,Not Graduate,No,20180,1012.65,697,240,1.0,Semiurban,Y
LN1071,Female,No,2,Not Graduate,No,18823,8725.74,240,120,0.0,Rural,Y
LN1072,Female,No,1,Graduate,Yes,19494,5076.37,198,180,1.0,Semiurban,Y
LN1073,Male,Yes,0,Graduate,No,24184,8079.66,648,360,1.0,Semiurban,Y
LN1074,Male,Yes,0,Graduate,No,3225,3680.86,465,360,0.0,Rural,Y
LN1075,Male,Yes,3+,Not Graduate,No,13713,1250.78,569,240,0.0,Semiurban,Y
LN1076,Female,No,1,Graduate,No,11028,414.99,65,120,1.0,Semiurban,N
LN1077,Male,Yes,1,Not Graduate,Yes,15662,2815.1,155,120,1.0,Rural,Y
LN1078,Female,No,0,Graduate,Yes,10353,2442.34,332,240,0.0,Urban,N
LN1079,Male,Yes,1,Not Graduate,No,8687,5603.52,153,180,0.0,Rural,Y
LN1080,Male,Yes,0,Not Graduate,Yes,1532,217.39,410,180,0.0,Rural,N
LN1081,Male,Yes,1,Not Graduate,Yes,16393,5205.71,84,240,1.0,Semiurban,Y
LN1082,Male,No,1,Graduate,Yes,15908,3917.72,162,180,1.0,Rural,Y
LN1083,Female,No,1,Graduate,No,23869,5771.22,357,180,1.0,Semiurban,Y
LN1084,Female,Yes,0,Graduate,Yes,16660,7024.18,102,180,1.0,Semiurban,Y
LN1085,Male,Yes,3+,Not Graduate,Yes,4914,6340.92,130,240,0.0,Semiurban,N
LN1086,Male,Yes,1,Not Graduate,Yes,19040,9846.44,665,360,0.0,Rural,Y
LN1087,Female,No,0,Graduate,No,21010,1382.65,418,120,1.0,Rural,N
LN1088,Female,Yes,0,Not Graduate,No,13620,4297.37,291,360,1.0,Semiurban,N
LN1089,Female,No,1,Not Graduate,Yes,3043,4248.31,80,180,1.0,Urban,Y
LN1090,Female,Yes,1,Not Graduate,Yes,1771,4170.53,410,240,1.0,Urban,Y
LN1091,Male,Yes,3+,Graduate,No,6795,6637.98,282,120,1.0,Rural,Y
LN1092,Female,Yes,0,Not Graduate,No,21960,4898.28,659,180,1.0,Semiurban,Y
LN1093,Male,Yes,0,Graduate,Yes,16463,5174.33,83,120,1.0,Semiurban,Y
LN1094,Female,Yes,2,Graduate,Yes,13080,4323.56,292,120,1.0,Rural,N
LN1095,Female,Yes,0,Graduate,No,23786,9916.99,108,360,1.0,Urban,Y
LN1096,Female,No,3+,Graduate,No,20593,9275.61,578,180,0.0,Rural,Y
LN1097,Female,Yes,2,Graduate,Yes,23105,3077.24,127,120,1.0,Rural,Y
LN1098,Female,No,2,Not Graduate,No,14097,1115.94,351,360,0.0,Semiurban,Y
LN1099,Male,Yes,2,Graduate,Yes,13545,8397.65,161,240,1.0,Rural,Y
LN1100,Male,Yes,1,Graduate,Yes,15103,9971.7,462,120,1.0,Urban,Y
LN1101,Female,No,1,Graduate,Yes,11437,2926.09,366,180,1.0,Rural,Y
LN1102,Female,Yes,0,Not Graduate,No,16330,3577.85,194,240,1.0,Semiurban,Y
LN1103,Male,No,2,Not Graduate,Yes,8222,9416.33,697,120,1.0,Urban,Y
LN1104,Female,No,3+,Not Graduate,Yes,9701,7111.3,67,120,1.0,Semiurban,Y
LN1105,Female,Yes,1,Not Graduate,No,5644,2956.38,400,180,1.0,Rural,N
LN1106,Male,No,3+,Graduate,No,7106,5810.46,204,120,1.0,Rural,Y
LN1107,Female,No,3+,Graduate,Yes,8266,9442.3,555,180,1.0,Rural,Y
LN1108,Female,Yes,1,Not Graduate,Yes,18614,8118.13,409,180,1.0,Semiurban,Y
LN1109,Male,No,1,Not Graduate,No,17428,7418.33,381,180,1.0,Rural,Y
LN1110,Male,Yes,1,Not Graduate,No,22774,7369.96,577,180,1.0,Urban,N
LN1111,Male,Yes,1,Not Graduate,No,3148,1780.2,61,120,1.0,Urban,N
LN1112,Female,Yes,2,Graduate,Yes,22112,8246.81,124,240,1.0,Semiurban,Y
LN1113,Male,Yes,2,Not Graduate,Yes,3630,2761.19,261,240,0.0,Semiurban,N
LN1114,Male,No,2,Not Graduate,Yes,15892,9303.67,690,360,1.0,Semiurban,N
LN1115,Male,Yes,2,Not Graduate,No,12088,3646.4,332,180,0.0,Rural,Y
LN1116,Male,Yes,0,Not Graduate,Yes,5866,8576.6,244,120,1.0,Urban,N
LN1117,Male,No,2,Not Graduate,No,3006,2662.33,79,120,1.0,Urban,Y
LN1118,Male,Yes,1,Not Graduate,Yes,20042,5145.27,58,360,1.0,Urban,Y
LN1119,Female,Yes,3+,Not Graduate,No,20800,1068.85,358,240,1.0,Semiurban,N
LN1120,Female,No,2,Graduate,Yes,16722,6601.19,494,120,0.0,Semiurban,Y
LN1121,Male,No,0,Graduate,Yes,13863,8360.79,359,360,0.0,Rural,N
LN1122,Male,No,1,Graduate,No,21113,7184.47,475,240,1.0,Semiurban,Y
LN1123,Male,No,3+,Graduate,No,13295,5232.59,640,120,0.0,Urban,N
LN1124,Female,No,3+,Graduate,Yes,11358,451.16,140,180,1.0,Rural,Y
LN1125,Female,No,2,Graduate,No,14116,9334.41,505,360,1.0,Semiurban,Y
LN1126,Female,No,3+,Not Graduate,No,24149,7054.9,493,120,1.0,Semiurban,Y
LN1127,Female,Yes,2,Not Graduate,Yes,5636,7458.64,128,360,0.0,Urban,N
LN1128,Female,No,2,Graduate,No,14978,7946.81,524,360,1.0,Rural,Y
LN1129,Female,No,1,Not Graduate,Yes,12661,7477.43,152,360,0.0,Semiurban,Y
LN1130,Female,No,1,Graduate,Yes,4189,4411.16,672,180,1.0,Semiurban,Y
LN1131,Female,Yes,0,Not Graduate,No,4310,7336.22,505,240,1.0,Rural,Y
LN1132,Female,Yes,1,Not Graduate,No,13163,6250.27,363,240,1.0,Rural,N
LN1133,Male,No,1,Not Graduate,Yes,7652,8540.16,296,120,1.0,Semiurban,Y
LN1134,Male,No,2,Not Graduate,Yes,1512,8024.6,283,180,1.0,Semiurban,Y
LN1135,Male,No,1,Not Graduate,Yes,12662,413.74,643,240,1.0,Urban,Y
LN1136,Male,Yes,2,Not Graduate,Yes,23822,3788.87,693,120,0.0,Rural,Y
LN1137,Female,Yes,2,Graduate,Yes,9499,347.16,284,120,1.0,Semiurban,Y
LN1138,Female,No,1,Graduate,Yes,8719,1020.75,436,360,1.0,Semiurban,Y
LN1139,Male,Yes,0,Not Graduate,No,6828,6014.11,660,180,0.0,Semiurban,N
LN1140,Female,No,0,Graduate,No,5121,8738.22,87,240,1.0,Semiurban,Y
LN1141,Male,Yes,3+,Not Graduate,No,21567,1198.25,210,180,1.0,Urban,Y
LN1142,Female,Yes,3+,Graduate,Yes,13165,4510.89,511,180,1.0,Rural,N
LN1143,Male,No,1,Not Graduate,No,23194,9108.79,498,240,1.0,Semiurban,Y
LN1144,Female,No,0,Graduate,Yes,12814,8143.01,166,240,1.0,Rural,Y
LN1145,Female,No,2,Not Graduate,Yes,2152,5196.68,290,180,0.0,Rural,Y
LN1146,Male,No,3+,Graduate,No,23683,7715.71,75,120,1.0,Semiurban,Y
LN1147,Female,Yes,2,Not Graduate,Yes,17682,5226.94,697,180,1.0,Semiurban,Y
LN1148,Male,Yes,3+,Graduate,Yes,10312,1580.92,611,240,1.0,Semiurban,N
LN1149,Male,Yes,1,Not Graduate,Yes,5290,1247.36,347,180,1.0,Urban,Y
LN1150,Male,No,0,Not Graduate,Yes,17159,1883.68,203,240,1.0,Semiurban,Y
LN1151,Male,Yes,3+,Not Graduate,Yes,3145,3509.22,517,120,1.0,Rural,Y
LN1152,Female,No,0,Graduate,Yes,11935,9305.29,98,180,1.0,Rural,Y
LN1153,Female,Yes,2,Graduate,No,22396,7996.78,95,120,0.0,Urban,Y
LN1154,Female,No,1,Graduate,Yes,22643,4328.02,334,180,1.0,Semiurban,Y
LN1155,Male,No,0,Not Graduate,Yes,23758,4930.77,677,180,1.0,Semiurban,Y
LN1156,Female,Yes,1,Graduate,Yes,5188,2656.09,131,240,1.0,Urban,Y
LN1157,Male,No,0,Not Graduate,Yes,9189,7043.53,93,360,1.0,Urban,N
LN1158,Female,No,2,Graduate,No,2879,8027.66,322,240,0.0,Semiurban,N
LN1159,Female,Yes,2,Graduate,No,5743,2389.05,443,180,1.0,Semiurban,N
LN1160,Female,No,1,Graduate,Yes,11737,418.22,644,360,1.0,Rural,Y
LN1161,Male,No,2,Graduate,Yes,24391,6238.89,107,360,1.0,Semiurban,N
LN1162,Female,No,3+,Not Graduate,Yes,17830,5625.12,614,120,1.0,Semiurban,Y
LN1163,Female,Yes,0,Graduate,No,20537,4021.31,50,180,1.0,Rural,N
LN1164,Male,Yes,2,Graduate,No,7111,6438.94,265,240,1.0,Rural,N
LN1165,Female,No,3+,Not Graduate,No,24011,5506.13,366,360,0.0,Rural,N
LN1166,Male,Yes,1,Not Graduate,No,14016,2505.82,277,360,1.0,Rural,N
LN1167,Female,No,3+,Graduate,Yes,15386,3977.29,522,240,1.0,Urban,Y
LN1168,Male,No,1,Graduate,No,21807,4281.14,533,240,1.0,Rural,Y
LN1169,Male,No,1,Not Graduate,No,15216,8802.48,336,360,1.0,Urban,Y
LN1170,Female,No,0,Not Graduate,Yes,7412,9609.04,560,240,1.0,Rural,Y
LN1171,Male,No,0,Not Graduate,Yes,23014,8930.01,627,120,1.0,Rural,N
LN1172,Male,Yes,3+,Graduate,No,23323,7191.78,507,360,1.0,Rural,Y
LN1173,Male,No,0,Graduate,No,7949,5849.93,144,120,0.0,Semiurban,Y
LN1174,Male,Yes,0,Graduate,No,3225,6892.62,542,180,1.0,Urban,Y
LN1175,Male,Yes,0,Not Graduate,No,17370,9391.09,199,120,0.0,Rural,Y
LN1176,Male,No,3+,Not Graduate,Yes,10804,2499.99,72,240,1.0,Semiurban,Y
LN1177,Female,No,2,Not Graduate,Yes,9022,5351.21,264,360,1.0,Urban,Y
LN1178,Male,Yes,0,Graduate,No,15163,6896.08,448,120,1.0,Urban,Y
LN1179,Male,Yes,0,Not Graduate,No,6284,6792.47,459,240,1.0,Semiurban,Y
LN1180,Female,Yes,3+,Graduate,No,10972,2522.79,180,240,1.0,Urban,Y
LN1181,Female,No,2,Not Graduate,No,19116,5867.32,197,120,1.0,Semiurban,Y
LN1182,Female,Yes,0,Graduate,No,11555,7959.13,430,360,1.0,Rural,N
LN1183,Female,No,1,Graduate,Yes,14176,4750.79,158,120,0.0,Semiurban,Y
LN1184,Female,No,3+,Not Graduate,Yes,8946,7932.98,601,180,1.0,Urban,Y
LN1185,Female,No,0,Graduate,Yes,22500,3598.83,170,120,1.0,Urban,Y
LN1186,Female,Yes,0,Not Graduate,No,6225,9387.6,344,120,0.0,Rural,Y
LN1187,Male,No,1,Graduate,No,21561,5339.28,169,360,1.0,Semiurban,Y
LN1188,Male,No,1,Not Graduate,Yes,16269,5959.48,505,120,1.0,Rural,Y
LN1189,Female,No,3+,Not Graduate,Yes,24171,313.62,579,240,1.0,Semiurban,Y
LN1190,Male,No,3+,Graduate,No,2909,1702.69,218,360,1.0,Semiurban,Y
LN1191,Male,No,1,Not Graduate,Yes,9705,6329.34,192,240,1.0,Semiurban,N
LN1192,Male,Yes,3+,Graduate,No,17865,4198.7,86,360,1.0,Rural,Y
LN1193,Female,No,1,Not Graduate,No,1756,5081.64,310,180,0.0,Rural,Y
LN1194,Female,No,0,Not Graduate,Yes,19605,629.71,280,180,1.0,Urban,N
LN1195,Male,Yes,1,Not Graduate,Yes,17204,8341.35,303,180,1.0,Rural,Y
LN1196,Female,No,1,Not Graduate,Yes,19307,7845.06,378,120,1.0,Semiurban,Y
LN1197,Male,Yes,2,Graduate,No,22837,1853.54,346,180,1.0,Semiurban,Y
LN1198,Male,No,1,Not Graduate,No,4490,6343.29,59,360,0.0,Semiurban,Y
LN1199,Male,Yes,1,Not Graduate,Yes,2695,8183.15,495,180,1.0,Rural,N
LN1200,Male,Yes,2,Graduate,No,22443,6408.54,279,360,1.0,Urban,Y
LN1201,Female,No,3+,Graduate,No,22249,3103.98,585,240,1.0,Rural,Y
LN1202,Female,No,2,Graduate,No,2744,6561.11,127,120,1.0,Urban,N
LN1203,Female,No,0,Graduate,Yes,12915,2104.62,474,240,1.0,Rural,Y
LN1204,Male,Yes,2,Graduate,No,8266,3182.55,242,240,1.0,Semiurban,Y
LN1205,Female,Yes,0,Graduate,Yes,23186,2400.7,450,180,1.0,Urban,N
LN1206,Male,Yes,3+,Not Graduate,Yes,13162,5569.25,158,180,1.0,Rural,Y
LN1207,Female,No,2,Graduate,No,17710,1082.27,312,180,1.0,Semiurban,Y
LN1208,Male,Yes,2,Not Graduate,Yes,19190,9333.1,378,240,1.0,Urban,Y
LN1209,Male,Yes,3+,Graduate,No,11813,3335.12,412,120,1.0,Urban,N
LN1210,Male,No,0,Not Graduate,Yes,3902,2189.7,427,120,0.0,Semiurban,Y
LN1211,Female,Yes,2,Not Graduate,Yes,18380,4965.5,390,240,1.0,Semiurban,Y
LN1212,Female,Yes,0,Not Graduate,No,21283,2769.98,308,120,0.0,Rural,Y
LN1213,Female,No,2,Graduate,Yes,14775,5349.04,384,240,1.0,Rural,Y
LN1214,Female,Yes,1,Graduate,Yes,16415,3485.09,134,240,1.0,Semiurban,Y
LN1215,Male,No,2,Graduate,Yes,2409,1320.67,571,120,1.0,Rural,N
LN1216,Female,No,3+,Graduate,No,17306,2658.95,620,360,1.0,Semiurban,Y
